product_id,product_title,rating,total_reviews,price,top_reviews
itm2b7be11cfadef,"Apple iPhone 16 (Teal, 256 GB)",4.6,793,"₹61,999","5 Great product Loved it READ MORE Aryan Kumar Certified Buyer , Ranchi 6 months ago 69 8 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 7 months ago 528 109 Permalink Report Abuse || 5 Super! Satisfied READ MORE Amit Kumar Chaudhary Certified Buyer , Patna 4 months ago 306 60 Permalink Report Abuse"
itmb07d67f995271,"Apple iPhone 16 (Black, 128 GB)",4.6,793,"₹51,999","5 Great product Loved it READ MORE Aryan Kumar Certified Buyer , Ranchi 6 months ago 69 8 Permalink Report Abuse || 5 Mind-blowing purchase Super and cool photo READ MORE Flipkart Customer Certified Buyer , Uttara Kannada District 7 months ago 528 109 Permalink Report Abuse || 5 Super! Satisfied READ MORE Amit Kumar Chaudhary Certified Buyer , Patna 4 months ago 306 60 Permalink Report Abuse"
itm7579ed94ca647,"Apple iPhone 15 (Pink, 128 GB)",4.6,"9,417","₹59,999","5 Awesome Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15. READ MORE Nikhil Kumar Certified Buyer , Meerut Division Jan, 2024 1948 465 Permalink Report Abuse || 5 Worth every penny Just go for it.Amazing one.Beautiful camera with super fast processor READ MORE bijaya mohanty Certified Buyer , Baleshwar May, 2024 4441 1099 Permalink Report Abuse || 5 Excellent Awesome product very happy to hold this. Better In hand feel,matte finish. Good camera, Brighter screen with Dynamic Island, USB-C, great battery life. 60Hz display is a dealbreaker for some.Its not much noticeable. Thank u Flipkart for the best deal and quick delivery. READ MORE Arunji Govindaraju Certified Buyer , Chennai Feb, 2024 715 160 Permalink Report Abuse"
itm6ac6485515ae4,"Apple iPhone 15 (Black, 128 GB)",4.6,"9,417","₹59,999","5 Worth every penny Just go for it.Amazing one.Beautiful camera with super fast processor READ MORE bijaya mohanty Certified Buyer , Baleshwar May, 2024 4427 1089 Permalink Report Abuse || 5 Excellent Awesome product very happy to hold this. Better In hand feel,matte finish. Good camera, Brighter screen with Dynamic Island, USB-C, great battery life. 60Hz display is a dealbreaker for some.Its not much noticeable. Thank u Flipkart for the best deal and quick delivery. READ MORE Arunji Govindaraju Certified Buyer , Chennai Feb, 2024 710 158 Permalink Report Abuse || 5 Awesome Switch from OnePlus to iPhone I am stunned with camera performance. Everything is perfect on  iPhone 15. READ MORE Nikhil Kumar Certified Buyer , Meerut Division Jan, 2024 1942 464 Permalink Report Abuse"
itm180af25bcc197,"Google Pixel 10 (Frost, 256 GB)",4.6,27,"₹79,999","5 Mind-blowing purchase Switched from iPhone 12 to Pixel 10. Worth the change READ MORE Vijayakumar G Certified Buyer , Coimbatore 17 days ago 27 2 Permalink Report Abuse || 5 Must buy! Got my phone today and this phone ticks several of the gaps seen in earlier devices like poor battery life, and severe heating (I've been a Pixel phone user for over 5 years (Pixel 4a and then Pixel 7). Pros - Inimitable clean Pixel OS experience - Brilliant camera quality - Optical zoom - Classy in terms of look and feel - Decent battery life - Powerful OS - AI integration - Display is brilliant Cons - Phone warms up to some extent (but not hot as earlier pixel devices) READ MORE Aseem Certified Buyer , Mumbai 20 days ago 58 10 Permalink Report Abuse || 5 Awesome Excellent performance according to price and pixel upgrades are awesome level. READ MORE ASHWINI KUMAR YADAV Certified Buyer , Anantapur 18 days ago 51 9 Permalink Report Abuse"
itmb05d65622b9dd,"Google Pixel 10 (Indigo, 256 GB)",4.6,27,"₹79,999","5 Mind-blowing purchase Switched from iPhone 12 to Pixel 10. Worth the change READ MORE Vijayakumar G Certified Buyer , Coimbatore 17 days ago 27 2 Permalink Report Abuse || 5 Must buy! Got my phone today and this phone ticks several of the gaps seen in earlier devices like poor battery life, and severe heating (I've been a Pixel phone user for over 5 years (Pixel 4a and then Pixel 7). Pros - Inimitable clean Pixel OS experience - Brilliant camera quality - Optical zoom - Classy in terms of look and feel - Decent battery life - Powerful OS - AI integration - Display is brilliant Cons - Phone warms up to some extent (but not hot as earlier pixel devices) READ MORE Aseem Certified Buyer , Mumbai 20 days ago 58 10 Permalink Report Abuse || 5 Awesome Excellent performance according to price and pixel upgrades are awesome level. READ MORE ASHWINI KUMAR YADAV Certified Buyer , Anantapur 18 days ago 51 9 Permalink Report Abuse"
